order_no,user_id,pay_type,pay_status,amount,gift_amount,real_amount,create_time,is_first_order
141379969,69864,3,3,143,1.43,144.43,1764736768,1
127320560,69864,1,1,369,3.69,372.69,1766653399,0
110440703,70042,4,4,242,2.42,244.42,1765733794,1
127685214,70042,3,5,355,3.55,358.55,1765779432,0
148532906,70042,1,2,222,2.22,224.22,1767041551,0
146432482,70143,3,2,347,3.47,350.47,1764593678,1
108291683,70143,5,4,165,1.65,166.65,1765368496,0
121392154,70173,2,2,194,1.94,195.94,1765508392,1
142662295,70173,2,5,292,2.92,294.92,1766299823,0
126167177,70173,2,2,178,1.78,179.78,1767119364,0
111466788,70341,4,2,294,2.94,296.94,1766026459,1
122722491,70341,1,4,167,1.67,168.67,1766039460,0
123321197,70341,5,2,259,2.59,261.59,1766101188,0
119308630,70343,4,2,426,4.26,430.26,1764721471,1
136535254,70343,5,5,306,3.06,309.06,1764808372,0
123207695,70343,3,2,303,3.03,306.03,1765305651,0
140129947,70343,2,3,227,2.27,229.27,1767098682,0
137831155,70383,4,4,5944,59.44,6003.44,1764698300,1
105526951,70383,5,1,12584,125.84,12709.84,1764749249,0
139834791,70383,5,4,4159,41.59,4200.59,1764841734,0
127001307,70383,5,4,5091,50.91,5141.91,1765161204,0
136412693,70383,4,2,25173,251.73,25424.73,1765175388,0
101398962,70383,3,5,4736,47.36,4783.36,1765706640,0
143061953,70383,2,2,15384,153.84,15537.84,1766027040,0
146400854,70383,1,2,6435,64.35,6499.35,1766345090,0
146001245,70383,4,4,32579,325.79,32904.79,1766769268,0
145667386,70383,1,5,7895,78.95,7973.95,1766912471,0
105964471,70383,1,2,1030,10.3,1040.3,1766924254,0
141737024,70671,3,4,256,2.56,258.56,1765990519,1
149733962,70671,3,3,401,4.01,405.01,1767189588,0
100949539,70792,5,4,85,0.85,85.85,1764832193,1
135990560,70792,3,2,340,3.4,343.4,1764914844,0
101428009,70792,5,4,383,3.83,386.83,1765395060,0
137926404,70792,1,3,564,5.64,569.64,1765677371,0
149728293,70792,1,2,376,3.76,379.76,1766077271,0
102268021,70923,1,4,218,2.18,220.18,1764522996,1
138267242,71056,2,3,92,0.92,92.92,1766620695,1
124438453,71086,4,1,300,3,303,1766042321,1
145274472,71187,2,5,202,2.02,204.02,1765992488,1
105776031,71187,2,5,465,4.65,469.65,1766410999,0
113572218,71293,1,3,227,2.27,229.27,1765957465,1
145987266,71293,NA,1,201,2.01,203.01,1766682055,0
138944862,71379,2,4,213,2.13,215.13,1764914611,1
119399914,71423,5,NA,137,1.37,138.37,1766079482,1
131735076,71662,4,2,922,9.22,931.22,1764687089,1
121296846,71854,1,5,124,1.24,125.24,1766287483,1
141047276,71868,4,2,21906,219.06,22125.06,1764591134,1
112858210,71868,5,2,3297,32.97,3329.97,1764698070,0
137534292,71868,1,2,46050,460.5,46510.5,1765089590,0
116297032,71868,4,3,4388,43.88,4431.88,1765220536,0
148490574,71868,1,2,1338,13.38,1351.38,1765531901,0
110835116,71868,4,4,10399,103.99,10502.99,1765888645,0
114097422,71868,4,4,8760,87.6,8847.6,1766069917,0
114220812,71868,3,2,2563,25.63,2588.63,1766105453,0
110784054,71868,5,3,1441,14.41,1455.41,1766183330,0
134468755,71868,1,1,8836,88.36,8924.36,1766212807,0
138343776,71868,1,5,1675,16.75,1691.75,1766276966,0
138482579,71868,1,4,13207,132.07,13339.07,1766318680,0
124963839,71868,3,4,3555,35.55,3590.55,1766598747,0
148790968,71868,5,2,4513,45.13,4558.13,1767133620,0
136712757,71868,3,4,3634,36.34,3670.34,1767170643,0
139775589,71918,1,2,143,1.43,144.43,1766765560,1
104106607,71918,5,1,128,1.28,129.28,1767123011,0
112256426,71920,4,4,8758,87.58,8845.58,1764751820,1
121943947,71920,2,2,4026,40.26,4066.26,1764880612,0
146311599,71920,3,2,2993,29.93,3022.93,1765025569,0
144497552,71920,3,2,56800,568,57368,1765215326,0
142766471,71920,2,2,13072,130.72,13202.72,1765242425,0
108332614,71920,5,4,2306,23.06,2329.06,1765346679,0
103411821,71920,4,2,3236,32.36,3268.36,1765568212,0
145901760,71920,4,4,1689,16.89,1705.89,1765630564,0
134113711,71920,1,4,6886,68.86,6954.86,1765780130,0
106502343,71920,2,5,15621,156.21,15777.21,1765841314,0
120312547,71920,2,4,67451,674.51,68125.51,1765950921,0
142414674,71920,1,4,2028,20.28,2048.28,1766038943,0
126697413,71920,2,2,1625,16.25,1641.25,1766049969,0
114260959,71920,4,4,1030,10.3,1040.3,1766256584,0
149990394,71920,1,4,4887,48.87,4935.87,1766383753,0
131408236,71920,5,2,1682,16.82,1698.82,1766423509,0
114919715,71920,1,5,33364,333.64,33697.64,1766729867,0
108060409,71920,5,2,3677,36.77,3713.77,1767074621,0
111867320,71936,4,2,302,3.02,305.02,1766753807,1
126961845,72084,2,2,306,3.06,309.06,1766435285,1
115965640,72122,5,NA,459,4.59,463.59,1764938283,1
120938718,72156,2,2,271,2.71,273.71,1765024447,1
143870204,72308,1,4,422,4.22,426.22,1765165332,1
108496380,72308,4,4,350,3.5,353.5,1767097967,0
108802458,72367,3,5,359,3.59,362.59,1764593214,1
115074896,72367,5,2,123,1.23,124.23,1766856575,0
149796159,72379,5,2,295,2.95,297.95,1765049741,1
146262647,72452,3,5,92,0.92,92.92,1766683194,1
124421268,72510,3,4,399,3.99,402.99,1764667151,1
115164274,72670,4,2,330,3.3,333.3,1764571472,1
125830060,72739,1,4,1569,15.69,1584.69,1764656507,1
107258705,72739,2,5,1241,12.41,1253.41,1765040881,0
100902947,72739,1,2,2099,20.99,2119.99,1765299701,0
128025391,72739,4,2,33771,337.71,34108.71,1765438770,0
122217304,72739,3,4,37919,379.19,38298.19,1765544332,0
148936182,72739,2,2,49298,492.98,49790.98,1765605822,0
109579242,72739,2,2,9292,92.92,9384.92,1765716351,0
120919245,72739,5,4,5658,56.58,5714.58,1766216240,0
122951758,72739,3,2,3317,33.17,3350.17,1766716913,0
128290852,72739,4,2,1912,19.12,1931.12,1766771460,0
131249514,72739,1,4,4572,45.72,4617.72,1766838583,0
106639883,72739,3,3,8149,81.49,8230.49,1766923945,0
134000495,72739,2,5,59184,591.84,59775.84,1767028117,0
136064578,72739,2,2,3111,31.11,3142.11,1767076064,0
133614220,72739,2,2,57821,578.21,58399.21,1767077356,0
124407790,72780,4,4,99,0.99,99.99,1765075672,1
115676907,72780,4,2,452,4.52,456.52,1766505155,0
104114784,72780,3,2,1261,12.61,1273.61,1766991972,0
114665585,72975,5,4,482,4.82,486.82,1766372757,1
135894497,72995,1,2,306,3.06,309.06,1766830785,1
136253602,73029,1,4,114,1.14,115.14,1765541243,1
113518658,73029,3,4,263,2.63,265.63,1766885240,0
125487484,73097,3,5,239,2.39,241.39,1765376204,1
127256505,73097,5,2,184,1.84,185.84,1766493520,0
117500131,73216,1,4,290,2.9,292.9,1764888231,1
103637223,73216,5,2,294,2.94,296.94,1766628535,0
117943585,73216,3,3,219,2.19,221.19,1766751686,0
105606967,73251,2,1,675,6.75,681.75,1764628451,1
122777698,73251,2,2,282,2.82,284.82,1766297683,0
134658973,73376,2,4,966,9.66,975.66,1764650427,1
148323479,73376,3,2,238,2.38,240.38,1765581459,0
123398899,73376,4,5,392,3.92,395.92,1765618955,0
123490639,73478,1,4,190,1.9,191.9,1766578444,1
133122151,73601,5,2,11981,119.81,12100.81,1765038878,1
104199785,73601,5,4,1342,13.42,1355.42,1765043518,0
134299032,73601,2,2,4014,40.14,4054.14,1765216344,0
144190864,73601,3,2,116267,1162.67,117429.67,1765760452,0
133191031,73601,2,4,129545,1295.45,130840.45,1765809238,0
127767160,73601,5,4,2857,28.57,2885.57,1766319448,0
146697263,73601,3,2,1668,16.68,1684.68,1766556740,0
126045345,73601,5,3,61442,614.42,62056.42,1766611601,0
100080936,73601,3,1,2723,27.23,2750.23,1766884805,0
121475720,73601,1,4,2181,21.81,2202.81,1767012377,0
101218848,73601,5,4,1088,10.88,1098.88,1767046638,0
112799915,73671,1,4,447,4.47,451.47,1765781343,1
120028214,73671,4,5,863,8.63,871.63,1767162244,0
146972404,73774,5,2,479,4.79,483.79,1766167005,1
132791716,73922,5,4,446,4.46,450.46,1765865722,1
127000562,74010,4,5,139,1.39,140.39,1766010775,1
148208062,74245,2,2,152,1.52,153.52,1766126744,1
101287737,74286,2,2,221,2.21,223.21,1767031137,1
119859690,74640,1,4,6076,60.76,6136.76,1764808525,1
132932553,74640,5,4,11682,116.82,11798.82,1765109103,0
109633255,74640,1,5,8150,81.5,8231.5,1765241857,0
119533208,74640,3,2,1971,19.71,1990.71,1765547592,0
134921542,74640,3,4,2582,25.82,2607.82,1765659885,0
112775732,74640,5,5,2772,27.72,2799.72,1765844533,0
135588135,74640,5,2,4095,40.95,4135.95,1765848118,0
131074968,74640,2,4,2418,24.18,2442.18,1765882073,0
123143713,74640,3,NA,1324,13.24,1337.24,1765904792,0
123576109,74640,2,3,4852,48.52,4900.52,1765938450,0
116201622,74640,4,2,2947,29.47,2976.47,1766249333,0
111831048,74640,4,4,58662,586.62,59248.62,1766320031,0
122018872,74640,4,2,8758,87.58,8845.58,1766578630,0
127731750,74640,2,2,14647,146.47,14793.47,1766581401,0
124691362,74640,4,2,2659,26.59,2685.59,1766598799,0
141234786,74640,5,4,43049,430.49,43479.49,1766813732,0
145606987,74640,1,3,29713,297.13,30010.13,1767122435,0
100571295,74651,5,2,235,2.35,237.35,1765627437,1
137508945,74651,4,2,502,5.02,507.02,1765760724,0
108988023,74690,4,1,199,1.99,200.99,1765288138,1
116564371,74834,4,3,200,2,202,1766530050,1
102494823,74994,2,5,80757,807.57,81564.57,1764712895,1
136098108,74994,4,4,2455,24.55,2479.55,1764720792,0
140829442,74994,1,4,1949,19.49,1968.49,1764743178,0
100284843,74994,4,2,77939,779.39,78718.39,1764764433,0
131482087,74994,2,5,65035,650.35,65685.35,1765028021,0
107537274,74994,2,4,92852,928.52,93780.52,1765214079,0
132893370,74994,3,2,17733,177.33,17910.33,1765263119,0
127186581,74994,4,4,1137,11.37,1148.37,1765309839,0
118927245,74994,5,2,44855,448.55,45303.55,1765368868,0
107573916,74994,3,4,970,9.7,979.7,1765476301,0
108228082,74994,4,2,11172,111.72,11283.72,1765606675,0
145388381,74994,4,2,3346,33.46,3379.46,1765622059,0
103890986,74994,2,2,3429,34.29,3463.29,1766591800,0
125552961,74994,5,2,9345,93.45,9438.45,1766737934,0
113465510,74994,4,5,2489,24.89,2513.89,1766927847,0
141644297,74994,1,4,18087,180.87,18267.87,1766983246,0
147392339,75143,2,3,11333,113.33,11446.33,1765068503,1
118244464,75143,5,2,1251,12.51,1263.51,1765422348,0
111045983,75143,4,4,4863,48.63,4911.63,1765866419,0
117272642,75143,4,4,10808,108.08,10916.08,1766171946,0
148505541,75143,3,4,2252,22.52,2274.52,1766297887,0
101059872,75143,3,1,19507,195.07,19702.07,1766452652,0
124792927,75143,5,1,5365,53.65,5418.65,1766643647,0
121783059,75143,1,2,39572,395.72,39967.72,1766703153,0
116266237,75143,5,4,979,9.79,988.79,1766753860,0
124047567,75143,5,2,5972,59.72,6031.72,1767009883,0
141973621,75143,1,4,76352,763.52,77115.52,1767117379,0
124627353,75158,5,5,4241,42.41,4283.41,1764530778,1
141491149,75158,4,4,92392,923.92,93315.92,1764626889,0
139169564,75158,1,4,30256,302.56,30558.56,1764903080,0
130132279,75158,3,5,1283,12.83,1295.83,1764919170,0
110396666,75158,3,2,2307,23.07,2330.07,1765387250,0
141761024,75158,3,2,1059,10.59,1069.59,1765397584,0
143528692,75158,1,3,3214,32.14,3246.14,1765607610,0
132207923,75158,3,2,7661,76.61,7737.61,1765692223,0
110421204,75158,3,5,2791,27.91,2818.91,1766041077,0
131421894,75158,2,4,1047,10.47,1057.47,1766127647,0
107203192,75158,4,2,10148,101.48,10249.48,1766471497,0
111285702,75243,2,4,128,1.28,129.28,1765561336,1
109572331,75437,5,4,299,2.99,301.99,1765628922,1
127249764,75437,4,4,122,1.22,123.22,1766730047,0
147719109,75744,5,2,146,1.46,147.46,1764622801,1
130997066,75866,1,2,79007,790.07,79797.07,1764642259,1
132219043,75866,4,4,1853,18.53,1871.53,1764727867,0
124749536,75866,2,4,3103,31.03,3134.03,1764738970,0
142244989,75866,4,2,83989,839.89,84828.89,1764829287,0
140272632,75866,2,2,1346,13.46,1359.46,1765041036,0
138785043,75866,2,5,48389,483.89,48872.89,1765062336,0
118943079,75866,1,NA,3035,30.35,3065.35,1765245853,0
105700513,75866,3,5,35509,355.09,35864.09,1765397235,0
117071327,75866,4,4,83706,837.06,84543.06,1765416472,0
105653564,75866,NA,5,3784,37.84,3821.84,1766048056,0
143256625,75866,1,2,2481,24.81,2505.81,1766063058,0
108741022,75866,3,2,12186,121.86,12307.86,1766227124,0
137559919,75866,2,2,11311,113.11,11424.11,1766252741,0
112300127,75866,2,4,120708,1207.08,121915.08,1766371258,0
139096471,75866,2,5,3389,33.89,3422.89,1766559671,0
113082569,75866,5,5,3793,37.93,3830.93,1766643188,0
131274335,75866,3,1,1132,11.32,1143.32,1766857253,0
109897579,75866,3,2,14864,148.64,15012.64,1767160998,0
142312007,75866,5,4,5857,58.57,5915.57,1767162404,0
102674193,76002,4,2,4700,47,4747,1764591861,1
146181155,76002,2,2,16314,163.14,16477.14,1764748297,0
113034121,76002,1,4,9011,90.11,9101.11,1764773181,0
102266527,76002,4,1,2779,27.79,2806.79,1764781921,0
101691038,76002,1,2,2781,27.81,2808.81,1764966516,0
100923031,76002,5,2,6270,62.7,6332.7,1765109766,0
121642125,76002,3,2,4814,48.14,4862.14,1765560008,0
131228503,76002,4,2,1899,18.99,1917.99,1765648754,0
144353290,76002,3,2,22159,221.59,22380.59,1765694473,0
143920784,76002,4,2,16892,168.92,17060.92,1765772316,0
109349294,76002,2,4,3840,38.4,3878.4,1765778344,0
139129692,76002,4,2,4119,41.19,4160.19,1765872337,0
105908250,76002,2,4,19661,196.61,19857.61,1765951167,0
126534196,76002,1,2,3281,32.81,3313.81,1766022782,0
100814250,76002,3,5,6015,60.15,6075.15,1766063096,0
141623744,76002,1,5,909,9.09,918.09,1766115645,0
116412591,76002,5,4,35775,357.75,36132.75,1766185036,0
135498991,76002,1,2,23932,239.32,24171.32,1766314832,0
143261205,76002,2,2,3686,36.86,3722.86,1766510543,0
120369195,76002,5,2,1886,18.86,1904.86,1766556582,0
122271663,76002,5,2,2423,24.23,2447.23,1766745768,0
134981142,76002,4,4,807,8.07,815.07,1766767677,0
147619915,76002,5,3,2783,27.83,2810.83,1766876949,0
106440021,76002,3,2,9858,98.58,9956.58,1766912421,0
121358768,76012,4,4,155,1.55,156.55,1765655643,1
147742870,76012,1,4,304,3.04,307.04,1766729965,0
128393347,76027,4,2,259,2.59,261.59,1765430151,1
131063782,76266,2,4,128,1.28,129.28,1764852627,1
125726212,76266,2,3,500,5,505,1765859010,0
115303282,76273,5,2,17330,173.3,17503.3,1764524843,1
127335047,76273,4,4,15416,154.16,15570.16,1764711382,0
104731646,76273,4,4,1293,12.93,1305.93,1764769992,0
127872271,76273,5,4,7470,74.7,7544.7,1764851303,0
146839679,76273,2,2,2272,22.72,2294.72,1764944823,0
110828304,76273,1,5,9237,92.37,9329.37,1764946790,0
143059143,76273,3,2,34975,349.75,35324.75,1765042576,0
117517030,76273,3,4,10792,107.92,10899.92,1765099512,0
117995437,76273,2,2,3340,33.4,3373.4,1765283668,0
117730329,76273,5,2,3224,32.24,3256.24,1765302749,0
102634034,76273,5,2,72307,723.07,73030.07,1765543435,0
122049202,76273,2,5,6991,69.91,7060.91,1765714799,0
143652674,76273,3,2,1984,19.84,2003.84,1765784860,0
101853695,76273,1,2,3818,38.18,3856.18,1765974703,0
102648001,76273,2,4,1835,18.35,1853.35,1765993023,0
110144473,76273,2,2,22344,223.44,22567.44,1766039203,0
104765130,76273,3,2,64012,640.12,64652.12,1766222852,0
125054335,76273,NA,2,2602,26.02,2628.02,1766481266,0
142749709,76273,2,2,4325,43.25,4368.25,1766543149,0
124258365,76273,3,4,3242,32.42,3274.42,1766801009,0
133463688,76273,2,2,3803,38.03,3841.03,1766925236,0
125133732,76273,1,2,2484,24.84,2508.84,1767024140,0
113094786,76273,4,2,73316,733.16,74049.16,1767050003,0
122616497,76415,1,2,1501,15.01,1516.01,1764635399,1
131657239,76415,2,4,3262,32.62,3294.62,1764673577,0
145497199,76415,5,5,50937,509.37,51446.37,1764868825,0
119462059,76415,1,2,6281,62.81,6343.81,1764936752,0
102779038,76415,4,1,42349,423.49,42772.49,1764938679,0
144679898,76415,2,5,1518,15.18,1533.18,1765572369,0
112874986,76415,2,1,2975,29.75,3004.75,1765629811,0
126871059,76415,5,4,12088,120.88,12208.88,1765866889,0
100249704,76415,4,4,59864,598.64,60462.64,1765953897,0
140967332,76415,4,2,1629,16.29,1645.29,1766001294,0
130370468,76415,4,4,2953,29.53,2982.53,1766600119,0
101844989,76415,2,2,14326,143.26,14469.26,1766730097,0
127502151,76415,4,2,17252,172.52,17424.52,1766998363,0
125293632,76415,2,2,2937,29.37,2966.37,1767023227,0
123233770,76516,4,1,311,3.11,314.11,1766038735,1
140967937,76539,5,1,154,1.54,155.54,1766727236,1
140243105,76539,4,2,358,3.58,361.58,1767009391,0
125650458,76554,4,4,228,2.28,230.28,1764537065,1
126625388,76554,5,4,408,4.08,412.08,1765364018,0
120695594,76587,1,2,328,3.28,331.28,1765211161,1
126730506,76885,1,5,5877,58.77,5935.77,1764523033,1
103667009,76885,1,2,39286,392.86,39678.86,1764590610,0
105520058,76885,5,5,3824,38.24,3862.24,1764822936,0
110462531,76885,2,2,1276,12.76,1288.76,1764986399,0
101287110,76885,5,2,77444,774.44,78218.44,1765224839,0
143039317,76885,2,4,9311,93.11,9404.11,1765244126,0
102969727,76885,5,2,2647,26.47,2673.47,1765472676,0
134604142,76885,1,2,3538,35.38,3573.38,1765499291,0
131886797,76885,1,4,5974,59.74,6033.74,1765685948,0
148129215,76885,5,2,644,6.44,650.44,1765693128,0
132688681,76885,1,2,16655,166.55,16821.55,1765861254,0
147567869,76885,4,2,1313,13.13,1326.13,1766336685,0
102519432,76885,3,4,41527,415.27,41942.27,1766424748,0
127962598,76885,1,5,16104,161.04,16265.04,1766556301,0
125731784,77014,3,4,488,4.88,492.88,1766405547,1
133120250,77098,2,4,137,1.37,138.37,1765025909,1
111577722,77099,3,2,288,2.88,290.88,1764738616,1
115763231,77423,5,2,205,2.05,207.05,1767040512,1
100729120,77423,3,2,431,4.31,435.31,1767190367,0
144089969,77580,2,NA,47911,479.11,48390.11,1764656958,1
102880904,77580,1,5,3651,36.51,3687.51,1764657701,0
105871038,77580,5,5,3238,32.38,3270.38,1764998189,0
111221628,77580,5,4,13618,136.18,13754.18,1765110421,0
122640437,77580,4,2,53694,536.94,54230.94,1765197712,0
122597421,77580,3,2,12061,120.61,12181.61,1765263582,0
107046421,77580,3,4,3720,37.2,3757.2,1765467304,0
127899360,77580,2,2,2974,29.74,3003.74,1765505590,0
131311322,77580,5,4,4166,41.66,4207.66,1765749379,0
125501683,77580,1,4,8239,82.39,8321.39,1766598862,0
101261963,77580,5,2,9101,91.01,9192.01,1766683642,0
144572248,77580,1,2,2624,26.24,2650.24,1766731225,0
132682384,77580,1,2,9946,99.46,10045.46,1766739280,0
131865122,77580,3,2,44114,441.14,44555.14,1766890291,0
149296538,77580,1,4,122849,1228.49,124077.49,1766944486,0
147408838,77580,3,2,3235,32.35,3267.35,1767187660,0
109654077,77625,1,1,22851,228.51,23079.51,1764570363,1
115987146,77625,4,3,14256,142.56,14398.56,1764850913,0
117262695,77625,3,4,918,9.18,927.18,1764874591,0
136641214,77625,2,4,3340,33.4,3373.4,1765024836,0
108230911,77625,1,2,9041,90.41,9131.41,1765110764,0
124014478,77625,3,4,4521,45.21,4566.21,1765274245,0
102243761,77625,4,2,17716,177.16,17893.16,1765932706,0
129780808,77625,2,5,3482,34.82,3516.82,1766075353,0
128812271,77625,1,4,50759,507.59,51266.59,1766494799,0
110859551,77625,3,4,9892,98.92,9990.92,1766924091,0
148925889,77625,4,4,3767,37.67,3804.67,1767182686,0
147207883,77786,2,4,213,2.13,215.13,1764763701,1
118712351,77786,3,2,266,2.66,268.66,1764880079,0
102368782,77786,2,4,253,2.53,255.53,1765660755,0
126049768,77797,4,2,13187,131.87,13318.87,1764558047,1
134277694,77797,4,2,10044,100.44,10144.44,1764599653,0
126256147,77797,4,4,2359,23.59,2382.59,1764783440,0
142781790,77797,5,2,58471,584.71,59055.71,1764809535,0
119464809,77797,5,4,3483,34.83,3517.83,1764851182,0
105554267,77797,5,2,5591,55.91,5646.91,1765022605,0
145443553,77797,4,1,76523,765.23,77288.23,1765245669,0
136985010,77797,4,5,3000,30,3030,1765456551,0
122147178,77797,2,2,4814,48.14,4862.14,1765628801,0
120578694,77797,2,2,2936,29.36,2965.36,1765680482,0
126910785,77797,4,4,808,8.08,816.08,1765700727,0
140596998,77797,3,2,2100,21,2121,1765716309,0
119851134,77797,5,4,15658,156.58,15814.58,1765846348,0
122597195,77797,4,4,1780,17.8,1797.8,1765972379,0
125082317,77797,3,2,1433,14.33,1447.33,1766078551,0
122746164,77797,4,4,11344,113.44,11457.44,1766092179,0
125300691,77797,1,1,3738,37.38,3775.38,1766684470,0
142125072,77877,1,NA,420,4.2,424.2,1766319919,1
108263142,78402,4,4,294,2.94,296.94,1764764871,1
130281568,78606,3,2,49134,491.34,49625.34,1764610371,1
111773272,78606,3,2,13327,133.27,13460.27,1764936720,0
133030330,78606,2,5,2857,28.57,2885.57,1765080339,0
109812941,78606,2,2,3253,32.53,3285.53,1765127927,0
144310112,78606,2,3,3569,35.69,3604.69,1765292658,0
108420614,78606,4,2,1898,18.98,1916.98,1765459597,0
121098785,78606,4,NA,19503,195.03,19698.03,1765540044,0
136346475,78606,4,2,32790,327.9,33117.9,1765794729,0
129844141,78606,4,1,3952,39.52,3991.52,1765819446,0
116730531,78606,1,4,17864,178.64,18042.64,1765824658,0
134523405,78606,3,4,76709,767.09,77476.09,1765943750,0
125496939,78606,2,1,6233,62.33,6295.33,1766290329,0
118034799,78606,5,5,15614,156.14,15770.14,1767161056,0
141743202,78606,3,2,3003,30.03,3033.03,1767184729,0
107345768,78739,1,1,129,1.29,130.29,1764677411,1
147770658,78878,2,1,464,4.64,468.64,1766744671,1
105312389,78882,4,2,122,1.22,123.22,1765559500,1
126468434,78882,3,3,287,2.87,289.87,1766598124,0
126010649,78915,NA,4,290,2.9,292.9,1765690110,1
103972239,78951,1,4,1205,12.05,1217.05,1764630195,1
126369084,78951,2,1,8237,82.37,8319.37,1764917010,0
106745051,78951,3,4,3205,32.05,3237.05,1765042638,0
121853624,78951,1,4,3298,32.98,3330.98,1765150026,0
133484629,78951,1,4,1007,10.07,1017.07,1765292796,0
117869315,78951,1,4,49027,490.27,49517.27,1765573799,0
129778987,78951,2,2,1257,12.57,1269.57,1765615883,0
128661037,78951,1,4,16717,167.17,16884.17,1765714717,0
116498297,78951,4,5,60321,603.21,60924.21,1766190636,0
142243829,78951,2,2,50405,504.05,50909.05,1766233632,0
138766053,78951,NA,2,9642,96.42,9738.42,1766241932,0
112487815,78951,3,2,4453,44.53,4497.53,1766457073,0
124755539,78951,2,4,43109,431.09,43540.09,1766941958,0
115076107,78951,3,4,995,9.95,1004.95,1767171665,0
108462677,79066,5,3,295,2.95,297.95,1765456627,1
110631717,79100,3,1,166,1.66,167.66,1764680043,1
138429260,79100,5,1,290,2.9,292.9,1766250900,0
104495122,79104,1,2,194,1.94,195.94,1766816417,1
130124972,79104,3,2,131,1.31,132.31,1766925624,0
118984241,79240,2,2,66,0.66,66.66,1765042833,1
117452405,79304,1,4,455,4.55,459.55,1765736126,1
101926172,79327,4,1,178,1.78,179.78,1765003008,1
111164175,79327,5,4,205,2.05,207.05,1766222134,0
102417746,79327,2,4,191,1.91,192.91,1766321637,0
102058102,79327,5,4,224,2.24,226.24,1766405670,0
107817931,79327,3,5,402,4.02,406.02,1766658440,0
113203746,79397,4,1,116,1.16,117.16,1766509260,1
101313775,79397,2,2,130,1.3,131.3,1767117294,0
136016876,79627,4,5,140,1.4,141.4,1766319288,1
127544029,79732,1,4,297,2.97,299.97,1766891302,1
129461929,79799,1,5,279,2.79,281.79,1766179364,1
117560971,79799,4,4,148,1.48,149.48,1766249076,0
148337486,79832,3,4,233,2.33,235.33,1764944875,1
112755629,79832,4,5,428,4.28,432.28,1765781528,0
105352465,79928,2,4,350,3.5,353.5,1766704474,1
140099940,80005,2,2,173,1.73,174.73,1765046841,1
117136231,80005,3,5,329,3.29,332.29,1765115287,0
139529125,80005,3,2,244,2.44,246.44,1765868781,0
127970075,80005,NA,5,246,2.46,248.46,1766024121,0
111790844,80007,NA,2,399,3.99,402.99,1767191710,1
128269929,80026,4,4,92,0.92,92.92,1765515350,1
122567243,80026,5,4,101,1.01,102.01,1765870638,0
100644787,80029,2,2,277,2.77,279.77,1765782693,1
138876324,80053,5,4,250,2.5,252.5,1766810015,1
133223088,80201,4,4,471,4.71,475.71,1764651777,1
126924880,80201,5,4,160,1.6,161.6,1765631266,0
142717754,80201,5,3,280,2.8,282.8,1766125671,0
100639061,80446,3,2,342,3.42,345.42,1765383131,1
138011179,80446,4,4,261,2.61,263.61,1765559131,0
123213456,80467,4,2,213,2.13,215.13,1764967502,1
138057484,80529,2,2,332,3.32,335.32,1766082924,1
123209231,80529,1,1,222,2.22,224.22,1766165750,0
141027356,80529,3,1,633,6.33,639.33,1766956254,0
126430747,80939,4,5,5433,54.33,5487.33,1765037393,1
118595891,80939,2,4,4334,43.34,4377.34,1765127059,0
125936323,80939,1,2,56715,567.15,57282.15,1765248613,0
126700669,80939,5,NA,2455,24.55,2479.55,1765301188,0
119971519,80939,3,1,3717,37.17,3754.17,1765349405,0
117347369,80939,4,5,65529,655.29,66184.29,1765469655,0
119313646,80939,3,4,12487,124.87,12611.87,1765541302,0
102504699,80939,3,4,1240,12.4,1252.4,1765611508,0
127694900,80939,4,4,2811,28.11,2839.11,1765636269,0
117037553,80939,1,4,34914,349.14,35263.14,1766146262,0
109442840,80939,2,4,2067,20.67,2087.67,1766240865,0
147951266,80939,5,2,6015,60.15,6075.15,1766406131,0
114882387,80939,4,4,4126,41.26,4167.26,1766768436,0
120422077,80939,4,4,2368,23.68,2391.68,1766787598,0
117746051,80939,5,4,1118,11.18,1129.18,1767026790,0
134026490,80939,5,2,4330,43.3,4373.3,1767108655,0
129813222,80950,5,3,297,2.97,299.97,1764868092,1
104346642,80950,5,2,247,2.47,249.47,1764884536,0
148426753,80950,3,5,646,6.46,652.46,1766127078,0
123375653,80950,5,5,282,2.82,284.82,1766558772,0
126873560,80950,4,3,289,2.89,291.89,1766977406,0
129227079,81041,3,2,80476,804.76,81280.76,1764708929,1
139572745,81041,4,4,3987,39.87,4026.87,1764988856,0
117393249,81041,4,1,8836,88.36,8924.36,1765023167,0
106683222,81041,2,4,19595,195.95,19790.95,1765126482,0
119026357,81041,NA,4,1967,19.67,1986.67,1765370880,0
121617973,81041,4,3,8411,84.11,8495.11,1765379061,0
123342320,81041,5,2,3680,36.8,3716.8,1765428182,0
137506256,81041,1,4,1882,18.82,1900.82,1765776456,0
140967763,81041,2,5,2973,29.73,3002.73,1766479212,0
103446711,81041,3,4,13716,137.16,13853.16,1766657274,0
101710739,81041,3,2,15634,156.34,15790.34,1767164089,0
101961984,81059,4,2,245,2.45,247.45,1765826168,1
113157641,81059,2,2,217,2.17,219.17,1766298539,0
102089776,81059,5,2,178,1.78,179.78,1766856458,0
116385002,81059,3,3,273,2.73,275.73,1766911747,0
133423753,81129,2,1,15539,155.39,15694.39,1764791380,1
102419404,81129,3,2,48185,481.85,48666.85,1764998114,0
